ts,setup,bounded_probe,probe_depth,reclaim,shape,no_lower_acceptance,aggression_failure,buyer_response,participation,spread_ok,delta_pct_rank,l1_bid_support,qualified,day,no_higher_acceptance,seller_response,l1_ask_support,signal_id,stage,passed
1710589800000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710589800000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710590100000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710590100000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710590400000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,True,True,1.0,False,False,2024-03-16,,,,,,
1710590400000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,True,True,1.0,,False,2024-03-16,True,True,False,,,
1710590700000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710590700000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710591000000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,True,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710591000000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710591300000.0,VAL_REJECTION_LONG,False,0.0,True,True,True,True,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710591300000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710591600000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,True,True,True,True,1.0,False,False,2024-03-16,,,,,,
1710591600000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,True,True,1.0,,False,2024-03-16,True,True,False,,,
1710591900000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710591900000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710592200000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710592200000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710592500000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710592500000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710592800000.0,VAL_REJECTION_LONG,False,0.0,True,True,True,True,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710592800000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710593100000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,True,True,1.0,False,False,2024-03-16,,,,,,
1710593100000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,True,True,1.0,,False,2024-03-16,True,True,False,,,
1710593400000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710593400000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710593700000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710593700000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710594000000.0,VAL_REJECTION_LONG,False,0.0,True,True,True,True,True,True,True,1.0,False,False,2024-03-16,,,,,,
1710594000000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,True,True,1.0,,False,2024-03-16,True,True,False,,,
1710594300000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710594300000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710594600000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710594600000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710594900000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,True,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710594900000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710595200000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710595200000.0,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710595500000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710595500000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,False,,False,True,1.0,,False,2024-03-16,True,True,False,,,
1710595800000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,True,True,1.0,False,False,2024-03-16,,,,,,
1710595800000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,True,,True,True,1.0,,False,2024-03-16,True,True,False,,,
1710596100000.0,VAL_REJECTION_LONG,False,0.0,True,False,True,False,True,False,True,1.0,False,False,2024-03-16,,,,,,
1710596100000.0,VAH_REJECTION_SHORT,False,0.0,True,True,,True,,False,True,1.0,,False,2024-03-16,True,True,False,,,
