ts,setup,bounded_probe,probe_depth,reclaim,shape,no_lower_acceptance,aggression_failure,buyer_response,participation,spread_ok,delta_pct_rank,l1_bid_support,qualified,day,no_higher_acceptance,seller_response,l1_ask_support
1710422400000,VAL_REJECTION_LONG,True,143.5,False,False,True,True,False,True,True,0.3333333333333333,False,False,2024-03-14,,,
1710422400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.3333333333333333,,False,2024-03-14,True,True,False
1710422700000,VAL_REJECTION_LONG,True,54.30000000000291,True,False,True,True,True,True,True,0.7,False,False,2024-03-14,,,
1710422700000,VAH_REJECTION_SHORT,False,0.0,True,False,,False,,True,True,0.7,,False,2024-03-14,True,False,False
1710423000000,VAL_REJECTION_LONG,False,258.90000000000873,False,False,True,False,False,True,True,0.23333333333333334,False,False,2024-03-14,,,
1710423000000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.23333333333333334,,False,2024-03-14,True,True,False
1710423300000,VAL_REJECTION_LONG,False,594.3000000000029,False,False,False,False,False,True,True,0.55,False,False,2024-03-14,,,
1710423300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.55,,False,2024-03-14,True,True,False
1710423600000,VAL_REJECTION_LONG,False,690.3000000000029,False,True,False,False,True,True,True,0.7,False,False,2024-03-14,,,
1710423600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.7,,False,2024-03-14,True,True,False
1710423900000,VAL_REJECTION_LONG,False,770.3000000000029,False,False,False,False,True,True,True,0.5833333333333334,False,False,2024-03-14,,,
1710423900000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.5833333333333334,,False,2024-03-14,True,False,False
1710424200000,VAL_REJECTION_LONG,False,974.5,False,False,False,False,True,True,True,0.36666666666666664,False,False,2024-03-14,,,
1710424200000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.36666666666666664,,False,2024-03-14,True,False,False
1710424500000,VAL_REJECTION_LONG,False,999.3000000000029,False,False,False,False,True,True,True,0.7666666666666667,False,False,2024-03-14,,,
1710424500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.7666666666666667,,False,2024-03-14,True,False,False
1710424800000,VAL_REJECTION_LONG,False,753.6999999999971,False,True,False,False,True,True,True,0.6,False,False,2024-03-14,,,
1710424800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.6,,False,2024-03-14,True,False,False
1710425100000,VAL_REJECTION_LONG,False,580.6000000000058,False,True,False,True,True,True,True,0.5666666666666667,False,False,2024-03-14,,,
1710425100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.5666666666666667,,False,2024-03-14,True,False,False
1710425400000,VAL_REJECTION_LONG,False,475.3000000000029,False,False,False,True,True,True,True,0.35,False,False,2024-03-14,,,
1710425400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.35,,False,2024-03-14,True,True,False
1710425700000,VAL_REJECTION_LONG,False,478.3000000000029,False,False,False,True,True,True,True,0.95,False,False,2024-03-14,,,
1710425700000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.95,,False,2024-03-14,True,False,False
1710426000000,VAL_REJECTION_LONG,False,272.6999999999971,False,False,False,True,True,True,True,0.8333333333333334,False,False,2024-03-14,,,
1710426000000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,True,True,0.8333333333333334,,False,2024-03-14,True,False,False
1710426300000,VAL_REJECTION_LONG,False,309.3000000000029,False,False,False,False,True,False,True,0.6,False,False,2024-03-14,,,
1710426300000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.6,,False,2024-03-14,True,False,False
1710426600000,VAL_REJECTION_LONG,False,765.4000000000087,False,False,False,False,True,True,True,0.15,False,False,2024-03-14,,,
1710426600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.15,,False,2024-03-14,True,True,False
1710426900000,VAL_REJECTION_LONG,False,730.1000000000058,False,False,False,False,False,False,True,0.5166666666666667,False,False,2024-03-14,,,
1710426900000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.5166666666666667,,False,2024-03-14,True,True,False
1710427200000,VAL_REJECTION_LONG,False,774.1000000000058,False,True,False,False,True,False,True,0.8,False,False,2024-03-14,,,
1710427200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.8,,False,2024-03-14,True,True,False
1710427500000,VAL_REJECTION_LONG,False,968.9000000000087,False,False,False,False,False,True,True,0.13333333333333333,False,False,2024-03-14,,,
1710427500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.13333333333333333,,False,2024-03-14,True,True,False
1710427800000,VAL_REJECTION_LONG,False,1260.300000000003,False,True,False,True,False,True,True,0.48333333333333334,False,False,2024-03-14,,,
1710427800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.48333333333333334,,False,2024-03-14,True,True,False
1710428100000,VAL_REJECTION_LONG,False,1083.5,False,True,False,False,True,False,True,0.9166666666666666,False,False,2024-03-14,,,
1710428100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.9166666666666666,,False,2024-03-14,True,True,False
1710428400000,VAL_REJECTION_LONG,False,862.8000000000029,False,True,False,False,True,False,True,0.9166666666666666,False,False,2024-03-14,,,
1710428400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.9166666666666666,,False,2024-03-14,True,False,False
1710428700000,VAL_REJECTION_LONG,False,760.3000000000029,False,False,False,False,True,False,True,0.25,False,False,2024-03-14,,,
1710428700000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.25,,False,2024-03-14,True,True,False
1710429000000,VAL_REJECTION_LONG,False,717.4000000000087,False,False,False,False,True,False,True,0.8833333333333333,False,False,2024-03-14,,,
1710429000000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.8833333333333333,,False,2024-03-14,True,False,False
1710429300000,VAL_REJECTION_LONG,False,823.5,False,False,False,False,False,False,True,0.03333333333333333,False,False,2024-03-14,,,
1710429300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.03333333333333333,,False,2024-03-14,True,True,False
1710429600000,VAL_REJECTION_LONG,False,1123.199999999997,False,False,False,False,False,True,True,0.2,False,False,2024-03-14,,,
1710429600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.2,,False,2024-03-14,True,True,False
1710429900000,VAL_REJECTION_LONG,False,1700.300000000003,False,False,False,False,False,True,True,0.23333333333333334,False,False,2024-03-14,,,
1710429900000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.23333333333333334,,False,2024-03-14,True,True,False
1710430200000,VAL_REJECTION_LONG,False,1787.4000000000087,False,True,False,False,True,True,True,0.7333333333333333,False,False,2024-03-14,,,
1710430200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.7333333333333333,,False,2024-03-14,True,True,False
1710430500000,VAL_REJECTION_LONG,False,1947.300000000003,False,False,False,False,False,True,True,0.1,False,False,2024-03-14,,,
1710430500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.1,,False,2024-03-14,True,True,False
1710430800000,VAL_REJECTION_LONG,False,1909.4000000000087,False,False,False,False,False,True,True,0.5833333333333334,False,False,2024-03-14,,,
1710430800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.5833333333333334,,False,2024-03-14,True,True,False
1710431100000,VAL_REJECTION_LONG,False,1448.1000000000058,False,True,False,False,True,True,True,0.85,False,False,2024-03-14,,,
1710431100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.85,,False,2024-03-14,True,True,False
1710431400000,VAL_REJECTION_LONG,False,1694.0,False,False,False,False,True,True,True,0.06666666666666667,False,False,2024-03-14,,,
1710431400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.06666666666666667,,False,2024-03-14,True,True,False
1710431700000,VAL_REJECTION_LONG,False,1608.6000000000058,False,False,False,False,True,False,True,0.6666666666666666,False,False,2024-03-14,,,
1710431700000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.6666666666666666,,False,2024-03-14,True,False,False
1710432000000,VAL_REJECTION_LONG,False,1670.4000000000087,False,False,False,False,True,False,True,0.8666666666666667,False,False,2024-03-14,,,
1710432000000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.8666666666666667,,False,2024-03-14,True,True,False
1710432300000,VAL_REJECTION_LONG,False,1857.199999999997,False,False,False,False,True,True,True,0.48333333333333334,False,False,2024-03-14,,,
1710432300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.48333333333333334,,False,2024-03-14,True,False,False
1710432600000,VAL_REJECTION_LONG,False,2260.300000000003,False,False,False,False,False,True,True,0.05,False,False,2024-03-14,,,
1710432600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.05,,False,2024-03-14,True,True,False
1710432900000,VAL_REJECTION_LONG,False,2286.300000000003,False,True,False,False,False,True,True,0.55,False,False,2024-03-14,,,
1710432900000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.55,,False,2024-03-14,True,True,False
1710433200000,VAL_REJECTION_LONG,False,1972.1000000000058,False,False,False,False,False,False,True,0.5,False,False,2024-03-14,,,
1710433200000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.5,,False,2024-03-14,True,True,False
1710433500000,VAL_REJECTION_LONG,False,2169.0,False,False,False,False,True,False,True,0.36666666666666664,False,False,2024-03-14,,,
1710433500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.36666666666666664,,False,2024-03-14,True,False,False
1710433800000,VAL_REJECTION_LONG,False,2610.300000000003,False,True,False,False,False,True,True,0.3333333333333333,False,False,2024-03-14,,,
1710433800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.3333333333333333,,False,2024-03-14,True,True,False
1710434100000,VAL_REJECTION_LONG,False,1902.300000000003,False,False,False,False,True,True,True,0.7,False,False,2024-03-14,,,
1710434100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.7,,False,2024-03-14,True,True,False
1710434400000,VAL_REJECTION_LONG,False,1860.9000000000087,False,True,False,False,False,False,True,0.35,False,False,2024-03-14,,,
1710434400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.35,,False,2024-03-14,True,True,False
1710434700000,VAL_REJECTION_LONG,False,1682.5,False,False,False,False,True,True,True,0.7833333333333333,False,False,2024-03-14,,,
1710434700000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,True,True,0.7833333333333333,,False,2024-03-14,True,False,False
1710435000000,VAL_REJECTION_LONG,False,1305.199999999997,False,True,False,False,True,False,True,0.2833333333333333,False,False,2024-03-14,,,
1710435000000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,False,True,0.2833333333333333,,False,2024-03-14,True,True,False
1710435300000,VAL_REJECTION_LONG,False,1238.1000000000058,False,True,False,False,True,False,True,0.5333333333333333,False,False,2024-03-14,,,
1710435300000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,False,True,0.5333333333333333,,False,2024-03-14,True,False,False
1710435600000,VAL_REJECTION_LONG,False,1285.6000000000058,False,False,False,False,False,False,True,0.5333333333333333,False,False,2024-03-14,,,
1710435600000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,False,True,0.5333333333333333,,False,2024-03-14,True,True,False
1710435900000,VAL_REJECTION_LONG,False,1410.300000000003,False,False,False,False,False,False,True,0.36666666666666664,False,False,2024-03-14,,,
1710435900000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.36666666666666664,,False,2024-03-14,True,True,False
1710436200000,VAL_REJECTION_LONG,False,1360.300000000003,False,False,False,False,True,False,True,0.95,False,False,2024-03-14,,,
1710436200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.95,,False,2024-03-14,True,False,False
1710436500000,VAL_REJECTION_LONG,False,1373.300000000003,False,False,False,False,False,False,True,0.2,False,False,2024-03-14,,,
1710436500000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,False,True,0.2,,False,2024-03-14,True,True,False
1710436800000,VAL_REJECTION_LONG,False,1556.300000000003,False,False,False,False,False,False,True,0.08333333333333333,False,False,2024-03-14,,,
1710436800000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,False,True,0.08333333333333333,,False,2024-03-14,True,True,False
1710437100000,VAL_REJECTION_LONG,False,1751.699999999997,False,False,False,False,False,True,True,0.23333333333333334,False,False,2024-03-14,,,
1710437100000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,True,True,0.23333333333333334,,False,2024-03-14,True,True,False
1710437400000,VAL_REJECTION_LONG,False,1690.4000000000087,False,False,False,False,True,False,True,0.9833333333333333,False,False,2024-03-14,,,
1710437400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.9833333333333333,,False,2024-03-14,True,True,False
1710437700000,VAL_REJECTION_LONG,False,1552.699999999997,False,False,False,False,True,False,True,0.5666666666666667,False,False,2024-03-14,,,
1710437700000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.5666666666666667,,False,2024-03-14,True,False,False
1710438000000,VAL_REJECTION_LONG,False,1736.800000000003,False,True,False,False,True,False,True,0.4666666666666667,False,False,2024-03-14,,,
1710438000000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.4666666666666667,,False,2024-03-14,True,False,False
1710438300000,VAL_REJECTION_LONG,False,1740.300000000003,False,True,False,False,True,False,True,0.8,False,False,2024-03-14,,,
1710438300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.8,,False,2024-03-14,True,False,False
1710438600000,VAL_REJECTION_LONG,False,1546.199999999997,False,False,False,False,True,False,True,0.6166666666666667,False,False,2024-03-14,,,
1710438600000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.6166666666666667,,False,2024-03-14,True,False,False
1710438900000,VAL_REJECTION_LONG,False,1500.300000000003,False,False,False,False,True,False,True,0.7666666666666667,False,False,2024-03-14,,,
1710438900000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,False,True,0.7666666666666667,,False,2024-03-14,True,False,False
1710439200000,VAL_REJECTION_LONG,False,1668.1000000000058,False,False,False,False,False,False,True,0.05,False,False,2024-03-14,,,
1710439200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.05,,False,2024-03-14,True,True,False
1710439500000,VAL_REJECTION_LONG,False,1859.4000000000087,False,False,False,True,False,False,True,0.36666666666666664,False,False,2024-03-14,,,
1710439500000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.36666666666666664,,False,2024-03-14,True,True,False
1710439800000,VAL_REJECTION_LONG,False,1944.300000000003,False,True,False,True,False,False,True,0.26666666666666666,False,False,2024-03-14,,,
1710439800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.26666666666666666,,False,2024-03-14,True,True,False
1710440100000,VAL_REJECTION_LONG,False,2140.300000000003,False,False,False,False,False,True,True,0.16666666666666666,False,False,2024-03-14,,,
1710440100000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.16666666666666666,,False,2024-03-14,True,True,False
1710440400000,VAL_REJECTION_LONG,False,2133.699999999997,False,False,False,False,True,False,True,1.0,False,False,2024-03-14,,,
1710440400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,1.0,,False,2024-03-14,True,True,False
1710440700000,VAL_REJECTION_LONG,False,1939.300000000003,False,False,False,False,True,False,True,0.8666666666666667,False,False,2024-03-14,,,
1710440700000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.8666666666666667,,False,2024-03-14,True,False,False
1710441000000,VAL_REJECTION_LONG,False,2049.5,False,False,False,False,True,False,True,0.38333333333333336,False,False,2024-03-14,,,
1710441000000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.38333333333333336,,False,2024-03-14,True,False,False
1710441300000,VAL_REJECTION_LONG,False,2127.4000000000087,False,True,False,False,True,False,True,0.7333333333333333,False,False,2024-03-14,,,
1710441300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.7333333333333333,,False,2024-03-14,True,False,False
1710441600000,VAL_REJECTION_LONG,False,2081.800000000003,False,False,False,False,True,False,True,0.35,False,False,2024-03-14,,,
1710441600000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.35,,False,2024-03-14,True,True,False
1710441900000,VAL_REJECTION_LONG,False,2309.100000000006,False,False,False,True,False,True,True,0.26666666666666666,False,False,2024-03-14,,,
1710441900000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.26666666666666666,,False,2024-03-14,True,True,False
1710442200000,VAL_REJECTION_LONG,False,3171.5,False,False,False,False,False,True,True,0.15,False,False,2024-03-14,,,
1710442200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.15,,False,2024-03-14,True,True,False
1710442500000,VAL_REJECTION_LONG,False,2978.199999999997,False,False,False,False,True,True,True,0.7,False,False,2024-03-14,,,
1710442500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.7,,False,2024-03-14,True,True,False
1710442800000,VAL_REJECTION_LONG,False,2753.800000000003,False,True,False,False,False,True,True,0.4666666666666667,False,False,2024-03-14,,,
1710442800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.4666666666666667,,False,2024-03-14,True,True,False
1710443100000,VAL_REJECTION_LONG,False,2508.800000000003,False,False,False,False,True,True,True,0.6666666666666666,False,False,2024-03-14,,,
1710443100000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.6666666666666666,,False,2024-03-14,True,False,False
1710443400000,VAL_REJECTION_LONG,False,2546.9000000000087,False,False,False,False,True,True,True,0.5666666666666667,False,False,2024-03-14,,,
1710443400000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.5666666666666667,,False,2024-03-14,True,False,False
1710443700000,VAL_REJECTION_LONG,False,2570.100000000006,False,False,False,False,True,True,True,0.2833333333333333,False,False,2024-03-14,,,
1710443700000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.2833333333333333,,False,2024-03-14,True,True,False
1710444000000,VAL_REJECTION_LONG,False,3077.5,False,True,False,False,False,True,True,0.4,False,False,2024-03-14,,,
1710444000000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.4,,False,2024-03-14,True,True,False
1710444300000,VAL_REJECTION_LONG,False,3010.300000000003,False,False,False,False,False,True,True,0.6166666666666667,False,False,2024-03-14,,,
1710444300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.6166666666666667,,False,2024-03-14,True,True,False
1710444600000,VAL_REJECTION_LONG,False,3589.300000000003,False,False,False,False,False,True,True,0.2,False,False,2024-03-14,,,
1710444600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.2,,False,2024-03-14,True,True,False
1710444900000,VAL_REJECTION_LONG,False,3677.300000000003,False,False,False,False,True,True,True,0.6833333333333333,False,False,2024-03-14,,,
1710444900000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.6833333333333333,,False,2024-03-14,True,True,False
1710445200000,VAL_REJECTION_LONG,False,3910.300000000003,False,True,False,False,False,True,True,0.38333333333333336,False,False,2024-03-14,,,
1710445200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.38333333333333336,,False,2024-03-14,True,True,False
1710445500000,VAL_REJECTION_LONG,False,3496.300000000003,False,False,False,False,True,True,True,0.8833333333333333,False,False,2024-03-14,,,
1710445500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.8833333333333333,,False,2024-03-14,True,False,False
1710445800000,VAL_REJECTION_LONG,False,3064.600000000006,False,False,False,False,True,True,True,0.7833333333333333,False,False,2024-03-14,,,
1710445800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.7833333333333333,,False,2024-03-14,True,False,False
1710446100000,VAL_REJECTION_LONG,False,3185.699999999997,False,False,False,False,True,False,True,0.11666666666666667,False,False,2024-03-14,,,
1710446100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.11666666666666667,,False,2024-03-14,True,True,False
1710446400000,VAL_REJECTION_LONG,False,3118.199999999997,False,False,False,False,True,False,True,0.9666666666666667,False,False,2024-03-14,,,
1710446400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.9666666666666667,,False,2024-03-14,True,False,False
1710446700000,VAL_REJECTION_LONG,False,2556.300000000003,False,False,False,False,True,False,True,0.6,False,False,2024-03-14,,,
1710446700000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.6,,False,2024-03-14,True,False,False
1710447000000,VAL_REJECTION_LONG,False,2489.4000000000087,False,True,False,True,True,False,True,0.11666666666666667,False,False,2024-03-14,,,
1710447000000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,False,True,0.11666666666666667,,False,2024-03-14,True,True,False
1710447300000,VAL_REJECTION_LONG,False,2373.4000000000087,False,False,False,False,True,False,True,0.75,False,False,2024-03-14,,,
1710447300000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,False,True,0.75,,False,2024-03-14,True,True,False
1710447600000,VAL_REJECTION_LONG,False,2143.300000000003,False,False,False,False,True,False,True,0.7,False,False,2024-03-14,,,
1710447600000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,False,True,0.7,,False,2024-03-14,True,True,False
1710447900000,VAL_REJECTION_LONG,False,2071.9000000000087,False,False,False,False,True,False,True,0.6,False,False,2024-03-14,,,
1710447900000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.6,,False,2024-03-14,True,False,False
1710448200000,VAL_REJECTION_LONG,False,1948.0,False,False,False,False,True,False,True,0.55,False,False,2024-03-14,,,
1710448200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.55,,False,2024-03-14,True,False,False
1710448500000,VAL_REJECTION_LONG,False,1748.1000000000058,False,False,False,False,True,False,True,0.9333333333333333,False,False,2024-03-14,,,
1710448500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.9333333333333333,,False,2024-03-14,True,False,False
1710448800000,VAL_REJECTION_LONG,False,1647.800000000003,False,False,False,False,False,True,True,0.15,False,False,2024-03-14,,,
1710448800000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,True,True,0.15,,False,2024-03-14,False,True,False
1710449100000,VAL_REJECTION_LONG,False,1607.0,False,False,False,False,False,False,True,0.2833333333333333,False,False,2024-03-14,,,
1710449100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.2833333333333333,,False,2024-03-14,True,True,False
1710449400000,VAL_REJECTION_LONG,False,1517.800000000003,False,False,False,False,False,False,True,0.13333333333333333,False,False,2024-03-14,,,
1710449400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.13333333333333333,,False,2024-03-14,True,True,False
1710449700000,VAL_REJECTION_LONG,False,1763.300000000003,False,False,False,False,False,False,True,0.016666666666666666,False,False,2024-03-14,,,
1710449700000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.016666666666666666,,False,2024-03-14,True,True,False
1710450000000,VAL_REJECTION_LONG,False,1843.699999999997,False,False,False,False,False,False,True,0.21666666666666667,False,False,2024-03-14,,,
1710450000000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.21666666666666667,,False,2024-03-14,True,True,False
1710450300000,VAL_REJECTION_LONG,False,2154.300000000003,False,False,False,False,False,False,True,0.18333333333333332,False,False,2024-03-14,,,
1710450300000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,False,True,0.18333333333333332,,False,2024-03-14,True,True,False
1710450600000,VAL_REJECTION_LONG,False,2004.4000000000087,False,False,False,False,True,False,True,1.0,False,False,2024-03-14,,,
1710450600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,1.0,,False,2024-03-14,True,False,False
1710450900000,VAL_REJECTION_LONG,False,1718.6000000000058,False,False,False,False,True,False,True,0.21666666666666667,False,False,2024-03-14,,,
1710450900000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.21666666666666667,,False,2024-03-14,True,True,False
1710451200000,VAL_REJECTION_LONG,False,1716.4000000000087,False,False,False,False,True,False,True,0.7833333333333333,False,False,2024-03-14,,,
1710451200000,VAH_REJECTION_SHORT,False,0.0,False,False,,True,,False,True,0.7833333333333333,,False,2024-03-14,True,False,False
1710451500000,VAL_REJECTION_LONG,False,1705.300000000003,False,False,False,False,False,False,True,0.35,False,False,2024-03-14,,,
1710451500000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.35,,False,2024-03-14,True,True,False
1710451800000,VAL_REJECTION_LONG,False,1815.300000000003,False,True,False,True,False,False,True,0.05,False,False,2024-03-14,,,
1710451800000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.05,,False,2024-03-14,True,True,False
1710452100000,VAL_REJECTION_LONG,False,1710.300000000003,False,False,False,False,True,False,True,0.8666666666666667,False,False,2024-03-14,,,
1710452100000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.8666666666666667,,False,2024-03-14,True,True,False
1710452400000,VAL_REJECTION_LONG,False,1624.0,False,False,False,False,True,False,True,0.95,False,False,2024-03-14,,,
1710452400000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.95,,False,2024-03-14,True,False,False
1710452700000,VAL_REJECTION_LONG,False,1572.4000000000087,False,False,False,False,True,False,True,0.03333333333333333,False,False,2024-03-14,,,
1710452700000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.03333333333333333,,False,2024-03-14,True,True,False
1710453000000,VAL_REJECTION_LONG,False,1575.800000000003,False,False,False,False,True,False,True,0.55,False,False,2024-03-14,,,
1710453000000,VAH_REJECTION_SHORT,False,0.0,False,True,,False,,False,True,0.55,,False,2024-03-14,True,False,False
1710453300000,VAL_REJECTION_LONG,False,1577.0,False,False,False,False,True,False,True,1.0,False,False,2024-03-14,,,
1710453300000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,1.0,,False,2024-03-14,True,False,False
1710453600000,VAL_REJECTION_LONG,False,1366.5,False,False,False,False,True,True,True,0.9666666666666667,False,False,2024-03-14,,,
1710453600000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,True,True,0.9666666666666667,,False,2024-03-14,True,False,False
1710453900000,VAL_REJECTION_LONG,False,1142.5,False,False,False,False,True,False,True,0.85,False,False,2024-03-14,,,
1710453900000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.85,,False,2024-03-14,True,False,False
1710454200000,VAL_REJECTION_LONG,False,1275.300000000003,False,False,False,False,True,False,True,0.13333333333333333,False,False,2024-03-14,,,
1710454200000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.13333333333333333,,False,2024-03-14,False,True,False
1710454500000,VAL_REJECTION_LONG,False,1225.5,False,False,False,False,True,False,True,0.9333333333333333,False,False,2024-03-14,,,
1710454500000,VAH_REJECTION_SHORT,False,0.0,False,False,,False,,False,True,0.9333333333333333,,False,2024-03-14,True,False,False
1710454800000,VAL_REJECTION_LONG,False,1010.3000000000029,False,False,False,False,True,True,True,0.9833333333333333,False,False,2024-03-14,,,
1710454800000,VAH_REJECTION_SHORT,False,0.0,False,True,,True,,True,True,0.9833333333333333,,False,2024-03-14,True,False,False
